experiment_id,date,family,hypothesis,pair,session,timeframe,params_json,dataset_start,dataset_end,is_trades,is_wr,is_pf,is_dd,is_prof_months,oos_trades,oos_wr,oos_pf,oos_pnl,oos_dd,wf_folds,wf_consistency_pct,mc_risk_of_ruin_pct,decision,status,notes
EXP-093,2026-08-11,portfolio_drawdown_distribution_audit,Is the current prop-account losing period statistically normal for this 8-strategy portfolio,ALL_8,ALL,MIXED,{},,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,NONE,MONTE CARLO COMPLETE,"10,000 trade-order-shuffle simulations on the actual historical trade set. MC drawdown percentiles: p50=5.05%, p75=5.99%, p90=7.14%, p95=7.93%, p99=9.96%. MC losing-streak percentiles: p50=7, p75=8, p90=9, p95=10, p99=11. Actual historical (real chronological order) max DD=-10.51% sits at 99.4th pctile of MC dist; actual max losing streak=14 sits at 100.0th pctile -- real trade sequencing produced worse outcomes than 99%+ of random reshuffles, consistent with correlated (not purely random) loss clustering."
EXP-094,2026-08-11,portfolio_drawdown_distribution_audit,Is the current prop-account losing period statistically normal for this 8-strategy portfolio,ALL_8,ALL,MIXED,{},,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,NONE,PROP ACCOUNT COMPARISON,"Prop DD -3.4% to -3.8% sits at 2.7th-9.3th percentile of MC drawdown distribution (mild, below MC median of 5.05% -- NOT unusual). Prop losing streak (9 trades) sits at 93.9th percentile of MC streak distribution (elevated but below portfolio historical max of 14 and below MC 99th percentile of 11 -- not unprecedented). Part5 strategy attribution for actual current prop period: NOT AVAILABLE (no prop trade-level log in this session). Historical analog only (worst DD episode 2024-09-04/12-12): CADJPY ARB 35.2% + GBPJPY ARB 28.4% = 63.6% combined of episode loss (leans C-ARB); worst losing streak (2024-08-02/06) spread across all 8 strategies 1-3 trades each (leans E-general variance). Neither analog is the actual current period."
EXP-095,2026-08-11,portfolio_drawdown_distribution_audit,Is the current prop-account losing period statistically normal for this 8-strategy portfolio,ALL_8,ALL,MIXED,{},,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,NONE,JPY FACTOR + FINAL CLASSIFICATION,"87.0% of portfolio trades and 88.4% of portfolio risk-weight are JPY-exposed (6/8 strategies). All pairwise JPY daily-PnL correlations positive (0.02-0.36, AMR-AMR 0.22-0.31, ARB-ARB 0.36, cross-family weak 0.02-0.10). 33.4% of JPY-active days see 2+ JPY strategies lose together, 16.2% see 3+. Worst clustered JPY loss: 2024-10-29, -$2,305.84 across 6 simultaneously-losing JPY strategies. FINAL CLASSIFICATION: B. ELEVATED BUT WITHIN EXPECTED RANGE -- drawdown unremarkable (below MC median), losing streak elevated (~94th pctile) but within the portfolios own historical experience (max ever 14, current 9), not yet past 99th MC percentile or historical max. No strategy modified, no optimization, no new research. See reports/portfolio_drawdown_distribution_audit.md."
EXP-096,2026-08-13,live_portfolio_validation_audit,Was GBPJPY_ARB sufficiently validated BEFORE live/prop deployment (pre-live evidence only),GBPJPY_ARB,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,B. REASONABLY VALIDATED BUT MISSING IMPORTANT TESTS,"Deployed 2026-07-05 (commit e1f3ec9). Original pre-live evidence: 95-combo grid, GBPJPY only 1-of-95 to pass, IS PF1.45/OOS PF1.19, TP-multiplier sensitivity grid, portfolio-level MC. Missing: walk-forward, strategy-specific MC, cost stress, execution-delay. Demoted from 5ers 2026-07-31 (perf: 0W/3L, worst -1.65R, min-lot+spread inflation on K vs backtest assumptions). Post-live phase20 (EXP-066) regime finding NOT counted toward pre-live judgment."
EXP-097,2026-08-13,live_portfolio_validation_audit,Was CADJPY_ARB sufficiently validated BEFORE live/prop deployment (pre-live evidence only),CADJPY_ARB,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,B. REASONABLY VALIDATED BUT MISSING IMPORTANT TESTS,"Deployed 2026-07-05. Validated as an independent replication test (unchanged GBPJPY params applied to untuned pair), not a fresh parameter search -- genuinely independent evidence per user question, but lighter-weight than GBPJPY original discovery. IS PF1.15/OOS PF1.38. Still active on both demo and 5ers (not demoted)."
EXP-098,2026-08-13,live_portfolio_validation_audit,Was XAUUSD_ARB sufficiently validated BEFORE live/prop deployment (pre-live evidence only),XAUUSD_ARB,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,D. PROVISIONAL / WEAK EVIDENCE BEFORE LIVE,Deployed 2026-07-05 EXPLICITLY LABELED PROVISIONAL in pairs/XAUUSD_asianrange.yaml at deployment time (not a later discovery). OOS PF=1.05 (flat) does NOT meet project own stated PF>1.3 acceptance bar (PROJECT_REPORT.md Sec4). Deployed anyway at reduced 0.25% risk with an explicit review trigger. Demoted from 5ers 2026-07-31 for NON-performance reasons (broker has no H1 gold data at prep check; position size below broker 0.01 lot minimum at 0.25% risk on K) -- a pre-deployment infrastructure gap never checked.
EXP-099,2026-08-13,live_portfolio_validation_audit,Was GBPJPY_AMR sufficiently validated BEFORE live/prop deployment (pre-live evidence only),GBPJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,C. PROMISING BUT INSUFFICIENT BEFORE LIVE,"Deployed 2026-07-05. Real 36+36-variant discovery/refinement (phase3+3b), IS PF1.16/OOS PF2.03. pairs/GBPJPY_asianrev.yaml explicitly labels it a DEMO FORWARD-TEST candidate needing 2-3mo demo confirmation before challenge use. Live BE-exit logic uses older 25-pip rule, NOT the researched BE@0.75R refinement (documented gap in the YAML comment itself). Post-live phase20/21 downgraded regime classification from C.STABLE to E.INCONCLUSIVE (vol effect reverses sign under high trend) -- NOT counted toward original pre-live judgment."
EXP-100,2026-08-13,live_portfolio_validation_audit,Was EURJPY_AMR sufficiently validated BEFORE live/prop deployment (pre-live evidence only),EURJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,C. PROMISING BUT INSUFFICIENT BEFORE LIVE,"Same family/provenance as GBPJPY AMR. IS PF1.10/OOS PF1.47. Same DEMO FORWARD-TEST labeling and BE-logic gap. Post-live E.INCONCLUSIVE downgrade (EXP-079/081), not counted toward pre-live judgment."
EXP-101,2026-08-13,live_portfolio_validation_audit,Was AUDJPY_AMR sufficiently validated BEFORE live/prop deployment (pre-live evidence only),AUDJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,C. PROMISING BUT INSUFFICIENT BEFORE LIVE,"Deployed 2026-07-05 with the WEAKEST original OOS PF of the 4 AMR pairs (1.23 vs GBPJPY 2.03/EURJPY 1.47/CADJPY 1.35) -- a pre-live fact, not hindsight. The strongest evidence this project has ever produced about this pair (trend-conditioning survival, directional asymmetry, phase22 confirmatory experiment) was ALL generated post-live (~5 weeks after deployment, this session). Verified via direct code inspection: BUY-only candidate is NOT implemented live -- strategies/asian_hours_reversion.py and pairs/AUDJPY_asianrev.yaml confirm both-direction trading unchanged."
EXP-102,2026-08-13,live_portfolio_validation_audit,Was CADJPY_AMR sufficiently validated BEFORE live/prop deployment (pre-live evidence only),CADJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,C. PROMISING BUT INSUFFICIENT BEFORE LIVE,"Same family/provenance. IS PF1.10/OOS PF1.35. Post-live phase21 (EXP-077) found the volatility relationship is a TREND INTERACTION (near-zero within low-trend trades), not a pure/independent volatility effect -- explicitly NOT treated as a validated filter per instruction. No confirmatory experiment has been run for CADJPY (phase21 recommended one only for AUDJPY, given CADJPYs interaction structure would mis-specify a simple threshold filter)."
EXP-103,2026-08-13,live_portfolio_validation_audit,Was GBPUSD_MONDAY sufficiently validated BEFORE live/prop deployment (pre-live evidence only),GBPUSD_MONDAY,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,B. REASONABLY VALIDATED BUT MISSING IMPORTANT TESTS,"Deployed 2026-07-06 (commit 43284a6), one day after the ARB+AMR book. Strongest pre-live numbers in the entire project: IS PF1.97/DD0.66%/66.7%pm (103 Mondays), OOS PF3.08/+573/DD0.42% (52 Mondays), EURUSD run as an explicit falsification control (weak result there). BUT smallest OOS sample of any of the 8 strategies (52 trades) -- flagged explicitly as a real, disclosed limitation, not overridden by the strong headline numbers."
EXP-104,2026-08-13,live_portfolio_validation_audit,Portfolio-level synthesis: did the current live portfolio earn the right to trade real money based on pre-live evidence,ALL_8,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,FORENSIC AUDIT COMPLETE,"0/8 strategies had walk-forward, strategy-specific Monte Carlo, or cost stress BEFORE deployment (2026-07-05/06) -- these test types were only introduced into project methodology from phase15+ (this session, ~5 weeks post-deployment). 8/8 had a genuine, disclosed IS/OOS split with real positive OOS results. 1/8 (XAUUSD ARB) was explicitly deployed below the projects own stated PF>1.3 acceptance bar, disclosed as PROVISIONAL at deployment time. All 6 AMR slots YAML-documented at deployment as needing 2-3mo demo forward-test before challenge use; per project memory the 5ers account went live ~5 weeks post-deployment, short of that self-imposed window (YouTube-timeline-driven decision, disclosed not hidden). Only 6/8 strategies currently active on 5ers (GBPJPY ARB + XAUUSD ARB demoted 2026-07-31, both documented with specific non-strategy-invalidating reasons: execution/min-lot for GBPJPY, broker-data/lot-size for XAUUSD) at risk_scale=0.5 -- meaning the existing portfolio drawdown MC benchmark (EXP-092-095) was built on the WRONG configuration (8 slots full risk) vs whats actually running on 5ers (6 slots half risk) -- flagged as a gap, not corrected in this audit. Current 5ers drawdown (-3.4/-3.8%) remains statistically unremarkable regardless. No strategy modified, no optimization, no deployment/pause/config change. See reports/live_portfolio_validation_audit.md."
EXP-105,2026-08-13,current_6_strategy_revalidation,Does CADJPY_ARB (frozen live params) still have sufficient statistical/structural evidence to justify continued confidence,CADJPY_ARB,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,B. ACCEPTABLE BUT MONITOR,"Full revalidation with frozen params (tp_mult=2.0, noH4, 0.5% risk): n=192, PF=1.263, expectancy=+0.133R, max_dd=-14.87R, max_streak=10. Trailing-12mo OOS (fresh recompute, not original discovery data): n=64 PF=1.519. Walk-forward: 63.6% profitable windows (11 windows), 2 CONSECUTIVE negative windows in 2024 (PF0.64 then 0.59). Cost stress: ROBUST (PF1.16 at 2x spread). Param sensitivity: stable plateau around tp_mult=2.0, no isolated peak. Regime: FAIL -- HIGH-vol (PF0.878) and HIGH-trend (PF0.778) both net-losing. MC: actual DD 14.87R sits ~80th percentile of 10k-run distribution. Bootstrap: expectancy CI=[-0.040,+0.301] crosses zero."
EXP-106,2026-08-13,current_6_strategy_revalidation,Does GBPJPY_AMR (frozen live params) still have sufficient statistical/structural evidence to justify continued confidence,GBPJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,A. STRONG REVALIDATION,"Full revalidation (z_thr=2.5, sl_mult=1.25, end_hour=4, 0.25% risk): n=403, PF=1.426, expectancy=+0.144R. Trailing-12mo OOS: n=127 PF=2.101. Walk-forward: 90.9% profitable windows (BEST in book). Cost stress: ROBUST (PF1.21 at 2x spread). Param sensitivity: stable. Regime: PASS -- positive across ALL vol/trend terciles. MC: actual DD 7.28R below MC median (8.54R). Bootstrap: expectancy CI=[+0.058,+0.224], does NOT cross zero -- statistically real. Strongest AMR pair by every dimension tested."
EXP-107,2026-08-13,current_6_strategy_revalidation,Does EURJPY_AMR (frozen live params) still have sufficient statistical/structural evidence to justify continued confidence,EURJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,C. PROMISING BUT INSUFFICIENT,"Full revalidation (z_thr=2.0, sl_mult=1.5, end_hour=6, 0.25% risk): n=713, PF=1.163, expectancy=+0.055R. Trailing-12mo OOS: n=236 PF=1.343. Walk-forward: 63.6% profitable windows. COST STRESS FAIL: COST-FRAGILE, PF drops to 0.889 (net losing) at 2x spread, already near-breakeven at 1.5x (PF1.020). Regime: flat across vol terciles but SELL leg independently net-losing (PF0.836, n=290) -- consistent with phase21 directional-asymmetry finding. MC: actual DD ~80th percentile. Bootstrap: CI=[-0.005,+0.110] crosses zero (barely)."
EXP-108,2026-08-13,current_6_strategy_revalidation,Does AUDJPY_AMR (frozen live params) still have sufficient statistical/structural evidence to justify continued confidence,AUDJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,C. PROMISING BUT INSUFFICIENT,"Full revalidation (z_thr=2.0, sl_mult=1.5, end_hour=4, 0.25% risk): n=651, PF=1.148, expectancy=+0.051R. Trailing-12mo OOS: n=205 PF=1.144 (weakest of AMR family). Walk-forward: 72.7% profitable but WEAKENING (last window PF=0.998, near-flat). COST STRESS FAIL: COST-FRAGILE, already net-losing at 1.5x spread (PF0.987), PF0.838 at 2x. Regime: FAIL -- HIGH-vol regime net-losing (PF0.826); SELL leg independently net-losing (PF0.706, n=239). Bootstrap: CI=[-0.007,+0.108] crosses zero. VERIFIED DIRECTLY: BUY-only candidate (phase22 Model B) is NOT implemented live -- strategies/asian_hours_reversion.py and pairs/AUDJPY_asianrev.yaml confirm original both-direction strategy still running, unmodified."
EXP-109,2026-08-13,current_6_strategy_revalidation,Does CADJPY_AMR (frozen live params) still have sufficient statistical/structural evidence to justify continued confidence,CADJPY_AMR,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,D. WEAK / PROVISIONAL,"Full revalidation (z_thr=2.0, sl_mult=1.5, end_hour=4, 0.25% risk): n=599, PF=1.084 (weakest historical PF of the 6). Trailing-12mo OOS: n=189 PF=1.305. Walk-forward: 63.6% profitable. COST STRESS FAIL: WORST cost-fragility in the book, already net-losing at 1.5x spread (PF0.924), PF0.777 at 2x. Regime: FAIL -- HIGH-vol regime net-losing (PF0.831); SELL leg independently net-losing (PF0.763, n=246). MC: actual DD ~50th percentile (unremarkable). Bootstrap: CI=[-0.031,+0.090] crosses zero. Phase21 (EXP-077) found this is a volatility x TREND INTERACTION, not a pure effect -- no confirmatory filter experiment exists for this pair. Thinnest evidence base of the 6, but no falsification (still positive walk-forward majority, stable parameter plateau)."
EXP-110,2026-08-13,current_6_strategy_revalidation,Does GBPUSD_MONDAY (frozen live params) still have sufficient statistical/structural evidence to justify continued confidence,GBPUSD_MONDAY,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,A. STRONG REVALIDATION,"Full revalidation (sl_mult=1.25, tp_mult=1.0, 0.25% risk): n=154, PF=2.105, expectancy=+0.131R. Trailing-12mo OOS: n=53 PF=2.929. Walk-forward: 90.0% profitable windows. Cost stress: ROBUST, best in the book (PF1.98 at 2x spread). Param sensitivity: stable. Regime: PASS -- positive across all vol/trend terciles. MC: actual DD 2.23R below MC median (2.39R). Bootstrap: CI=[+0.062,+0.201], does NOT cross zero. Exit reasons: 133/154 trades are scheduled 21:00 Monday time-exit (not discretionary). Standing caveat: smallest total sample of the book (52 trades/yr)."
EXP-111,2026-08-13,current_6_strategy_revalidation,Portfolio-level revalidation verdict for the exact 6 strategies currently trading on 5ers,ALL_6,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,CONTINUE WITH MONITORING,"Portfolio (frozen weights, current 6-strategy config): n=2712, PF=1.216, expectancy=+0.0716R, total_R=+194.11, max_dd=-8.21%, max_losing_streak=13. Portfolio MC (10k runs, R-based): actual historical DD (29.53R) sits between 95th-99th percentile of own distribution -- genuinely elevated. This CORRECTS the gap flagged in the prior forensic audit (EXP-096..104): previous portfolio MC benchmark (EXP-092..095) used the WRONG configuration (8 strategies full risk); this one uses the actual current 6-strategy/documented-weight config. JPY exposure: 94.3% of trades / 94.7% of risk-weight (higher than the old 8-strategy book since GBPJPY ARB and XAUUSD ARB removed). Biggest NEW finding: 3 of 6 strategies (EURJPY/AUDJPY/CADJPY AMR) are COST-FRAGILE, flipping net-losing under 1.5-2x spread stress -- never tested before this revalidation. Strongest: GBPJPY AMR and GBPUSD Monday Drift (pass every test, bootstrap-significant). Weakest: CADJPY AMR (thinnest evidence, worst cost-stress, but not falsified). No strategy classified E(FAILED) or F(unknown). Live 5ers current PF(~0.30)/expectancy(~-0.33R) considerably worse than any individual strategy historical/OOS reconstruction, but only ~33 trades with no per-strategy attribution available -- classified UNUSUAL not STRONGLY INCONSISTENT. RECOMMENDATION (not implemented): CONTINUE WITH MONITORING. No strategy modified, no optimization, no deployment/pause/config change. See reports/current_6_strategy_revalidation.md."
EXP-112,2026-08-13,5ers_current_drawdown_forensic,Forensic investigation into the current 5ers drawdown -- what is causing it and is it consistent with validated historical behavior,ALL_6,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,DATA AVAILABILITY CHECK,"Verified directly (not assumed) that this sessions MT5 connection is bound to DEMO account only: login=5052472770, server=MetaQuotes-Demo, balance=101365.14. No C:\MT5-5ers terminal on this machine, no data/journal/events.jsonl, no dashboard API credentials supplied. CONCLUSION: no 5ers trade-level data accessible in this session -- Steps 2-14 and most of 16-19 of the requested forensic protocol are NOT AVAILABLE, reported honestly rather than inferred/guessed."
EXP-113,2026-08-13,5ers_current_drawdown_forensic,Forensic investigation into the current 5ers drawdown -- what is causing it and is it consistent with validated historical behavior,ALL_6,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,RESAMPLING COMPATIBILITY TEST,"20,000-draw resampling test: 33-trade portfolios drawn with replacement from the current 6 strategies pooled historical trades (data/phase26_all_trades.csv, EXP-105-111), weighted by each strategys actual historical trading frequency (EURJPY AMR 26.3%, AUDJPY AMR 24.0%, CADJPY AMR 22.1%, GBPJPY AMR 14.9%, CADJPY ARB 7.1%, Monday 5.7%). RESULT: observed 5ers PF~0.30 sits at the 0.00th percentile (simulated p1=0.477); observed win rate~30.3% also 0.00th percentile (simulated p1=48.5%); observed expectancy (scaled to 00k reference) sits at 0.04th percentile. Observed aggregate performance is NOT well-explained by ordinary sampling variance from the current 6 strategies own validated historical population. Does NOT prove cause -- three candidate explanations identified (data attribution ambiguity re: pre-2026-07-31 demoted-strategy trades, cost/execution differences, small sample) none confirmable without real 5ers trade data."
EXP-114,2026-08-13,5ers_current_drawdown_forensic,Forensic investigation into the current 5ers drawdown -- what is causing it and is it consistent with validated historical behavior,ALL_6,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,DEMO CROSS-CHECK ATTEMPTED,"Fresh pull of DEMO account closed trades (55 total, up from 50 in an earlier session pull) via direct MT5 history_deals_get query. Classified by comment tag (5ers_asian_BUY/SELL_AMR, 5ers_london_BUY/SELL, 5ers_monday_BUY_MON) -- confirms demo still runs the full original 8-slot book including GBPJPY ARB and XAUUSD ARB (both excluded from 5ers). One stale tag found (5ers_ny_BUY_EMA on EURUSD) not part of current 8-strategy book -- consistent with PROJECT_REPORT.mds note about a retired EURUSD sma_ema_combined strategy. NO signal-level demo-vs-5ers match possible (no 5ers data) -- classified D. INSUFFICIENT DATA per the briefs own framework."
EXP-115,2026-08-13,5ers_current_drawdown_forensic,Forensic investigation into the current 5ers drawdown -- what is causing it and is it consistent with validated historical behavior,ALL_6,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,CRITICAL AMBIGUITY FLAGGED,"The 5ers account current-period trade count (~33) and worst-trade figure (-1.65R) may include trades from BEFORE the 2026-07-31 demotion of GBPJPY ARB and XAUUSD ARB (per reports/live_portfolio_validation_audit.md, EXP-096-104, which documented -1.65R specifically as a GBPJPY ARB pattern: min-lot+spread inflation on K vs backtest assumptions). If the -1.65R worst trade or a meaningful fraction of the 33 trades belong to now-demoted, non-current-6 strategies, the account-level summary stats supplied cannot be cleanly attributed to the current 6-strategy configuration this investigation was scoped to. This is the single most important unresolved data question in the investigation -- flagged explicitly, not resolved, since it requires real dated/tagged trade data not accessible in this session."
EXP-116,2026-08-13,5ers_current_drawdown_forensic,Final recommendation: what should be done about the current 5ers drawdown,ALL_6,ALL,MIXED,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,C. FURTHER VALIDATION REQUIRED BEFORE ANY CHANGE,"Not A(continue unchanged) -- resampling gap too large to treat as routine noise. Not B(monitor alone) -- risks drawing conclusions from data contaminated by the pre/post-demotion attribution ambiguity. Not D(strategy review) -- no individual strategy in the full revalidation (EXP-105-111) shows evidence of a broken edge. Single most important finding: account-level PF/win-rate is statistically incompatible with the current 6 strategies own historical population (0.00th percentile, EXP-112), but cause cannot be determined without real 5ers trade-level data -- the single concrete next step this investigation identifies is obtaining that data (dashboard API or direct MT5 query on the 5ers-connected machine) and re-running this exact protocol. No strategy modified, no optimization, no deployment/pause/config change, BUY-only NOT implemented. See reports/5ers_current_drawdown_forensic_analysis.md."
EXP-117,2026-08-13,5ers_data_source_audit,Where does the 5ers dashboard get its trade data and can a safe read-only export be built,N/A,ALL,N/A,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,ARCHITECTURE MAPPED - EXPORT SCRIPT BUILT - NO 5ERS ACCESS,"Traced dashboard (mcp/server.py) to two flat files (data/trades_log.csv + data/journal/events.jsonl), no database. Built scripts/export_5ers_trades.py (read-only, joins by Ticket, replicates dashboard's exact _trade_r() logic incl. journal-vs-fallback R source, decodes MANUAL/OTHER to SCHEDULED_STRATEGY_EXIT per established convention, classifies GBPJPY_ARB/XAUUSD_ARB trades PRE/POST 2026-07-31 demotion). Confirmed swap/commission and strategy_version are NOT persisted anywhere in the file-based system (would need raw MT5 deal query or code change). Ran against this machine's local data/ only: no C:\MT5-5ers, no C:\forex-bot-5ers, no local journal events at all; trades_log.csv is 19 rows of stale June 2026 dev data (GBPJPY/EURUSD only), not 5ers, not current live book. Exported as reports/5ers_trade_export.csv labeled LOCAL-DEMO-...-STALE-DEV-DATA so it cannot be mistaken for real data. Original blocker (no 5ers MT5/file access from this machine) is UNRESOLVED -- mechanism is ready, needs to be run on the VPS's 5ers clone or a 5ers-connected machine. See reports/5ers_data_source_audit.md."
EXP-118,2026-08-13,5ers_current_portfolio_forensic,Final forensic investigation of the CURRENT 5ers 6-strategy portfolio using the real production trade export (70 rows/35 tickets verified),ALL_6,ALL,MIXED,{},2026-07-20,2026-08-13,32,37.5,0.513,-8.71,0,0,0,0,0,0,0,0,0,NONE,C. FURTHER VALIDATION REQUIRED,"Verified real production export (70 rows/35 tickets/account=5ERS) independently before analysis. Central finding: 3 pre-demotion GBPJPY ARB trades (not part of current portfolio) account for ~40% of the account's total R loss -- undifferentiated dashboard summaries materially overstate current-6-strategy performance. Current-6 population (32 closed trades): PF 0.513, expectancy -0.201R, max losing streak 9 (2026-08-02 to 08-09). Strategy-aware Monte Carlo (20k sims, phase26_all_trades.csv historical pool): live PF/win-rate ~1st percentile, max losing streak 99.9th percentile -- but resampling is i.i.d. and cannot capture the observed same-day JPY correlation (6/14 JPY-active days had 2+ JPY strategies losing together), which plausibly explains the streak's extremity without requiring broken edges. AUDJPY AMR and CADJPY AMR: 0% win rate on every HIGH-ATR trade live, matching their PRE-EXISTING documented HIGH-vol regime weakness (current_6_strategy_revalidation.csv) -- confirmation of known risk, not new deterioration. Directional counterfactual: BUY-only would still be net negative (-3.54R vs -6.43R actual) -- does not support a BUY-only fix. No execution/spread anomaly found (entry_price unusable for 25/35 trades due to already-documented pre-08-08 fill-price bug). No strategy modified, no parameter changed, no filter added. See reports/5ers_current_portfolio_forensic_analysis.md + 6 CSVs."
EXP-119,2026-08-13,5ers_portfolio_update_aug13,Evidence update to the current 5ers portfolio forensic using fresh production data through 2026-08-13 19:12 UTC (72 rows/36 tickets verified),ALL_6,ALL,MIXED,{},2026-07-31,2026-08-13,19,36.8,0.245,-3.6,0,0,0,0,0,0,0,0,0,NONE,C. FURTHER VALIDATION REQUIRED,"Verified fresh export (72 rows/36 tickets, new ticket 588709831 CADJPY_ARB SELL -0.66R confirmed exact match) before analysis. Exactly reproduced phase27's population-D numbers (32 trades, PF 0.513) using the old population definition, then found a scoping correction: 14 of those 32 trades predate the 2026-07-31 demotion/risk_scale-1.0-to-0.5 cut and were never actually date-floored (only GBPJPY_ARB/XAUUSD_ARB carry the PRE_DEMOTION label). Properly scoped (entry>=07-31): true post-demotion PF is 0.299(period A)/0.245(period B), materially worse than the 0.513 headline, because the excluded pre-demotion trades included CADJPY_ARB's +$36.83 win that had propped up gross-win. CADJPY_ARB reclassified: properly scoped it is 0-for-2 post-demotion (both SL, incl. new -0.66R loss), not the prior '3 trades/1 win/PF 0.907' picture. Conversely, the max losing streak is LESS extreme once correctly scoped (4 trades/~87th pctile vs previous blended 9-trades/99.9th pctile) -- that dramatic streak stat was itself a scoping artifact of blending pre/post-demotion trades. JPY concentration stable (78.9%/71.5%/70.5% vs previous 81.2%/74.2%/76.8%). AUDJPY AMR's HIGH-vol-specific weakness did not cleanly replicate in this smaller window (losses spread across all regime buckets); CADJPY AMR's did replicate. No execution/spread anomaly (PRE_FIX=8/POST_FIX=11 in period B, new ticket is POST_FIX/trustworthy). Verdict unchanged at LEVEL 2/C. FURTHER VALIDATION REQUIRED; CADJPY ARB flagged as closest to a concrete evidence threshold (0-for-3 would be the next trigger) but not paused. No strategy modified. See reports/5ers_portfolio_update_aug13.md + 6 CSVs, src/phase28_5ers_portfolio_update_aug13.py."
EXP-120,2026-08-14,live_strategy_scorecard,Build a formal live-strategy scorecard and predefined review/kill decision framework for the current 6-strategy 5ers portfolio,ALL_6,ALL,MIXED,{},2026-07-31,2026-08-13,19,36.8,0.245,-3.6,0,0,0,0,0,0,0,0,0,NONE,DECISION FRAMEWORK ONLY - NO ACTIONS,"Verified fresh export (72 rows/36 tickets) before analysis, consistent with EXP-119. Reconstructed pre-live acceptance criteria for all 6 strategies from current_6_strategy_revalidation.csv (fixed a pre-existing CSV parsing bug there -- an unquoted comma in parameter_stability_status was silently dropping 4 of 7 rows under pandas' default/on_bad_lines=warn parsers; fixed with a robust csv-module reader, not by editing the source file). Built 4 evidence windows per strategy (entire/pre-demotion/post-demotion/recent Aug9-13) via src/phase29_live_scorecard.py, which reuses phase27's account_metrics(). Derived every review/reduce/pause threshold from PRE-EXISTING historical data (own historical max losing streak, cost-stress classification, OOS expectancy) rather than the current losses -- explicit anti-bias check included. Investigated and rejected 'CADJPY_ARB third-loss=pause' as statistically indefensible (its own historical max streak is 10, not 3); replaced with a review-only 0-for-3 pattern-watch trigger and a pause trigger tied to its own historical envelope. Bootstrap 90% CIs computed per strategy (10k resamples) -- all n<=5, explicitly INSUFFICIENT for any strategy except as internal-consistency characterization, not significance testing. Sample-size planning heuristic shows every strategy needs 700-18000+ trades for a confident directional verdict at its own historical expectancy magnitude -- current samples (2-5 trades) are 2-4 orders of magnitude short. Final scorecard: GBPJPY_AMR/EURJPY_AMR/GBPUSD_MONDAY=GREEN, AUDJPY_AMR/CADJPY_AMR=ORANGE (already under the pre-existing 2026-08-25 checkpoint), CADJPY_ARB=YELLOW. No strategy at RED/pause. No strategy/parameter/risk/config modified. See reports/live_strategy_scorecard.md+.csv, live_strategy_decision_rules.md, portfolio_concentration_framework.md, live_validation_baseline.csv."
